listing_id,city,neighbourhood,room_type,price,latitude,longitude
281420,Paris,Buttes-Montmartre,Entire place,53,48.88668,2.33343
3705183,Paris,Buttes-Montmartre,Entire place,120,48.88617,2.34515
4082273,Paris,Elysee,Entire place,89,48.88112,2.31712
4797344,Paris,Vaugirard,Entire place,58,48.84571,2.30584
4823489,Paris,Passy,Entire place,60,48.855,2.26979
4898654,Paris,Temple,Entire place,95,48.86428,2.3537
6021700,Paris,Popincourt,Entire place,80,48.86384,2.37101
6945740,Paris,Popincourt,Entire place,59,48.86043,2.37842
7491966,Paris,Buttes-Chaumont,Entire place,80,48.87871,2.37489
7849932,Paris,Opera,Entire place,90,48.8779,2.33122
7995091,Paris,Gobelins,Entire place,60,48.82296,2.34667
9011901,Paris,Hotel-de-Ville,Entire place,80,48.85681,2.35678
9880847,Paris,Pantheon,Entire place,61,48.83855,2.35064
9898855,Paris,Enclos-St-Laurent,Entire place,145,48.87437,2.36208
10266213,Paris,Elysee,Entire place,35,48.88074,2.32384
11643413,Paris,Popincourt,Entire place,39,48.87064,2.37499
11764434,Paris,Batignolles-Monceau,Entire place,55,48.88423,2.31339
11963112,Paris,Popincourt,Entire place,55,48.85434,2.37293
11985909,Paris,Enclos-St-Laurent,Entire place,57,48.8734,2.36972
12331902,Paris,Gobelins,Entire place,55,48.83767,2.35554
12723768,Paris,Batignolles-Monceau,Entire place,51,48.88389,2.29211
13013700,Paris,Opera,Entire place,80,48.87842,2.33371
13135280,Paris,Opera,Entire place,70,48.87833,2.33197
13147280,Paris,Luxembourg,Entire place,90,48.84477,2.32525
13182340,Paris,Temple,Entire place,89,48.86875,2.35471
13331656,Paris,Reuilly,Entire place,42,48.84614,2.40083
13698157,Paris,Batignolles-Monceau,Entire place,35,48.88501,2.31808
13838085,Paris,Enclos-St-Laurent,Entire place,60,48.87511,2.35627
13857048,Paris,Buttes-Montmartre,Entire place,50,48.8956,2.33987
13893805,Paris,Buttes-Montmartre,Entire place,70,48.88575,2.34633
14079899,Paris,Vaugirard,Entire place,50,48.85022,2.29148
14248895,Paris,Luxembourg,Entire place,100,48.84695,2.3188
14598274,Paris,Temple,Entire place,109,48.86716,2.36302
15299395,Paris,Gobelins,Entire place,68,48.83537,2.34676
15473721,Paris,Pantheon,Entire place,75,48.85115,2.34428
15641938,Paris,Vaugirard,Entire place,65,48.83777,2.29152
15741295,Paris,Opera,Entire place,100,48.88261,2.3312
15805091,Paris,Pantheon,Entire place,40,48.83985,2.34274
16170017,Paris,Passy,Entire place,80,48.84116,2.26235
16371887,Paris,Popincourt,Entire place,109,48.86215,2.36991
17331403,Paris,Popincourt,Entire place,91,48.86359,2.36988
17551702,Paris,Menilmontant,Entire place,40,48.87197,2.40102
17680112,Paris,Enclos-St-Laurent,Entire place,60,48.88211,2.35177
17843771,Paris,Buttes-Montmartre,Entire place,60,48.89374,2.33416
18166061,Paris,Popincourt,Entire place,119,48.86314,2.3789
18269125,Paris,Batignolles-Monceau,Entire place,52,48.8896,2.32046
19322129,Paris,Pantheon,Entire place,70,48.84011,2.35212
19444880,Paris,Popincourt,Entire place,70,48.8582,2.38306
19929905,Paris,Vaugirard,Entire place,30,48.84339,2.28348
19940449,Paris,Menilmontant,Entire place,55,48.85899,2.39228
19944091,Paris,Buttes-Montmartre,Entire place,51,48.8823,2.33789
19967211,Paris,Buttes-Montmartre,Entire place,200,48.88328,2.34106
20202807,Paris,Observatoire,Entire place,50,48.83106,2.33218
20860027,Paris,Popincourt,Entire place,90,48.86849,2.37181
21038462,Paris,Enclos-St-Laurent,Entire place,59,48.87478,2.35681
21156159,Paris,Enclos-St-Laurent,Entire place,70,48.8723,2.37481
21231230,Paris,Buttes-Montmartre,Entire place,60,48.89049,2.33268
21961806,Paris,Menilmontant,Entire place,82,48.85697,2.39986
23636300,Paris,Buttes-Chaumont,Entire place,52,48.87395,2.38474
23726864,Paris,Popincourt,Entire place,50,48.85435,2.38653
25205911,Paris,Buttes-Montmartre,Entire place,50,48.89408,2.34878
25439485,Paris,Popincourt,Entire place,45,48.86688,2.38302
25969750,Paris,Reuilly,Entire place,90,48.84998,2.38029
26114625,Paris,Opera,Entire place,100,48.87849,2.34333
27716734,Paris,Popincourt,Entire place,50,48.85435,2.37804
27949347,Paris,Enclos-St-Laurent,Entire place,100,48.87838,2.35099
28446842,Paris,Menilmontant,Entire place,90,48.87447,2.38701
29794817,Paris,Popincourt,Entire place,110,48.8636,2.37288
30347838,Paris,Batignolles-Monceau,Entire place,90,48.87671,2.28885
30583783,Paris,Batignolles-Monceau,Entire place,90,48.88656,2.31711
30770048,Paris,Palais-Bourbon,Entire place,120,48.85994,2.32425
31097234,Paris,Enclos-St-Laurent,Entire place,120,48.87133,2.352
31314982,Paris,Batignolles-Monceau,Entire place,110,48.89002,2.32339
31990119,Paris,Reuilly,Entire place,60,48.84341,2.40503
32539506,Paris,Buttes-Montmartre,Entire place,120,48.89044,2.33198
32571299,Paris,Buttes-Montmartre,Entire place,115,48.89062,2.33534
32601193,Paris,Buttes-Montmartre,Entire place,65,48.89162,2.34764
32695352,Paris,Buttes-Montmartre,Entire place,80,48.88767,2.35197
32881124,Paris,Menilmontant,Entire place,65,48.8669,2.3954
33106514,Paris,Bourse,Entire place,125,48.86993,2.35043
33263741,Paris,Enclos-St-Laurent,Entire place,52,48.87139,2.35346
33554444,Paris,Temple,Entire place,90,48.8626,2.36426
33794646,Paris,Enclos-St-Laurent,Entire place,80,48.87932,2.35416
33871799,Paris,Enclos-St-Laurent,Entire place,95,48.87846,2.3564
34086057,Paris,Buttes-Montmartre,Entire place,27,48.89325,2.33132
34387369,Paris,Opera,Entire place,120,48.87509,2.33326
34646778,Paris,Passy,Entire place,90,48.84839,2.273
34860468,Paris,Popincourt,Entire place,95,48.85679,2.38678
34975654,Paris,Opera,Entire place,80,48.88028,2.34297
35180577,Paris,Enclos-St-Laurent,Entire place,130,48.87368,2.35276
35478633,Paris,Enclos-St-Laurent,Entire place,120,48.87337,2.36006
35543595,Paris,Buttes-Montmartre,Entire place,45,48.89608,2.34888
36433676,Paris,Gobelins,Entire place,30,48.82516,2.35102
37372446,Paris,Observatoire,Entire place,48,48.82502,2.334
39578618,Paris,Buttes-Montmartre,Entire place,70,48.89131,2.32705
39661325,Paris,Vaugirard,Entire place,80,48.83675,2.29896
40138837,Paris,Buttes-Montmartre,Entire place,110,48.88639,2.33891
40414327,Paris,Popincourt,Entire place,120,48.86327,2.38427
40479799,Paris,Popincourt,Entire place,75,48.85936,2.38572
40673335,Paris,Louvre,Entire place,300,48.86064,2.34266
41221517,Paris,Buttes-Montmartre,Entire place,60,48.88841,2.34944
7815159,Paris,Menilmontant,Entire place,60,48.86436,2.39678
9404380,Paris,Opera,Entire place,99,48.87647,2.33309
11784311,Paris,Popincourt,Entire place,65,48.86802,2.38148
12635550,Paris,Observatoire,Entire place,56,48.83541,2.32517
17033199,Paris,Buttes-Montmartre,Entire place,79,48.88649,2.34737
17571318,Paris,Vaugirard,Entire place,60,48.8456,2.30045
19434766,Paris,Batignolles-Monceau,Entire place,80,48.87894,2.28685
19797495,Paris,Louvre,Entire place,95,48.85584,2.34308
19982685,Paris,Reuilly,Entire place,80,48.84628,2.38534
20011589,Paris,Menilmontant,Entire place,70,48.87283,2.38839
25455308,Paris,Buttes-Montmartre,Entire place,80,48.88963,2.36267
28117805,Paris,Buttes-Montmartre,Entire place,70,48.88983,2.36057
28283916,Paris,Enclos-St-Laurent,Entire place,130,48.87223,2.37009
30461794,Paris,Palais-Bourbon,Entire place,95,48.85528,2.30594
35080094,Paris,Buttes-Montmartre,Entire place,100,48.88948,2.32726
38128831,Paris,Batignolles-Monceau,Entire place,110,48.87843,2.28413
464235,Paris,Buttes-Montmartre,Entire place,73,48.89123,2.34186
2088571,Paris,Gobelins,Entire place,166,48.83086,2.35459
3632090,Paris,Vaugirard,Entire place,76,48.84651,2.2998
3753236,Paris,Vaugirard,Entire place,47,48.8457,2.28537
3795260,Paris,Reuilly,Entire place,50,48.84141,2.38559
5190949,Paris,Popincourt,Entire place,110,48.86938,2.37258
5744891,Paris,Buttes-Montmartre,Entire place,55,48.8913,2.36431
6022963,Paris,Enclos-St-Laurent,Entire place,90,48.87137,2.37132
6269782,Paris,Temple,Entire place,50,48.86277,2.35235
6449299,Paris,Reuilly,Entire place,60,48.8442,2.39078
6558030,Paris,Temple,Entire place,280,48.86074,2.36366
6746746,Paris,Elysee,Entire place,75,48.87158,2.31505
6834461,Paris,Opera,Entire place,60,48.88126,2.33207
6890207,Paris,Buttes-Montmartre,Entire place,85,48.8936,2.34318
7028549,Paris,Batignolles-Monceau,Entire place,99,48.88117,2.28399
7090670,Paris,Batignolles-Monceau,Entire place,40,48.89635,2.31901
7201674,Paris,Palais-Bourbon,Entire place,99,48.86017,2.30412
7567920,Paris,Vaugirard,Entire place,89,48.84343,2.3013
7728575,Paris,Passy,Entire place,90,48.84098,2.25956
7977959,Paris,Buttes-Montmartre,Entire place,65,48.89002,2.34487
8008610,Paris,Elysee,Entire place,90,48.87577,2.32548
8061863,Paris,Popincourt,Entire place,75,48.85409,2.38458
8322943,Paris,Buttes-Montmartre,Entire place,35,48.88533,2.33393
9266503,Paris,Gobelins,Entire place,90,48.83263,2.3438
9577145,Paris,Vaugirard,Entire place,68,48.84335,2.32111
9809978,Paris,Batignolles-Monceau,Entire place,85,48.88498,2.31938
10620549,Paris,Opera,Entire place,55,48.881,2.33119
10855807,Paris,Temple,Entire place,60,48.8629,2.35302
11208048,Paris,Popincourt,Entire place,38,48.86805,2.37896
11989289,Paris,Opera,Entire place,106,48.87601,2.34111
12126784,Paris,Buttes-Chaumont,Entire place,50,48.8769,2.39831
12372876,Paris,Popincourt,Entire place,90,48.85849,2.36931
13053619,Paris,Batignolles-Monceau,Entire place,110,48.88611,2.31587
13151768,Paris,Vaugirard,Entire place,80,48.84374,2.28783
13740116,Paris,Buttes-Montmartre,Entire place,104,48.88678,2.32653
14398869,Paris,Buttes-Chaumont,Entire place,165,48.87873,2.37484
16272214,Paris,Vaugirard,Entire place,55,48.84903,2.30427
18075442,Paris,Batignolles-Monceau,Entire place,70,48.88389,2.31427
18574764,Paris,Temple,Entire place,110,48.86325,2.36548
18659233,Paris,Buttes-Montmartre,Entire place,110,48.89326,2.34434
19503147,Paris,Louvre,Entire place,60,48.86033,2.34838
19705347,Paris,Vaugirard,Entire place,120,48.85133,2.28856
20407329,Paris,Popincourt,Entire place,70,48.85817,2.37301
20533885,Paris,Menilmontant,Entire place,50,48.84862,2.39931
21159849,Paris,Buttes-Montmartre,Entire place,70,48.8943,2.34449
21598393,Paris,Vaugirard,Entire place,75,48.83794,2.28713
21859066,Paris,Buttes-Montmartre,Entire place,80,48.88757,2.355
22092293,Paris,Passy,Entire place,150,48.85758,2.28354
22820303,Paris,Popincourt,Entire place,100,48.85776,2.38214
24436648,Paris,Luxembourg,Entire place,85,48.84679,2.31958
26079158,Paris,Buttes-Montmartre,Entire place,90,48.895,2.34325
26296000,Paris,Bourse,Entire place,70,48.871,2.34565
27304845,Paris,Vaugirard,Entire place,72,48.84319,2.28348
29795538,Paris,Observatoire,Entire place,150,48.82025,2.34341
30080331,Paris,Opera,Entire place,65,48.87874,2.34312
31350246,Paris,Batignolles-Monceau,Entire place,75,48.89168,2.31739
32632211,Paris,Popincourt,Entire place,100,48.85751,2.37838
33368034,Paris,Enclos-St-Laurent,Entire place,80,48.8697,2.35871
33554352,Paris,Vaugirard,Entire place,52,48.85022,2.29379
33566195,Paris,Gobelins,Entire place,50,48.83234,2.34383
33788676,Paris,Reuilly,Entire place,67,48.83494,2.3995
33789971,Paris,Popincourt,Entire place,113,48.85957,2.38009
34458221,Paris,Buttes-Chaumont,Entire place,75,48.88708,2.38369
35135572,Paris,Buttes-Montmartre,Entire place,60,48.89517,2.34576
35926853,Paris,Vaugirard,Entire place,150,48.84515,2.29447
36271097,Paris,Observatoire,Entire place,65,48.82937,2.31975
36473644,Paris,Buttes-Chaumont,Entire place,55,48.88797,2.39224
36550470,Paris,Popincourt,Entire place,90,48.85068,2.39819
38630218,Paris,Palais-Bourbon,Entire place,150,48.85966,2.3042
39082979,Paris,Vaugirard,Entire place,100,48.84482,2.27814
40522008,Paris,Enclos-St-Laurent,Entire place,100,48.87311,2.35027
40559632,Paris,Gobelins,Entire place,110,48.82881,2.34424
40678758,Paris,Enclos-St-Laurent,Entire place,85,48.87986,2.36726
28336095,Paris,Enclos-St-Laurent,Entire place,100,48.86925,2.3591
29707160,Paris,Buttes-Montmartre,Entire place,87,48.89107,2.32695
30809640,Paris,Passy,Entire place,160,48.86874,2.28039
31377174,Paris,Buttes-Montmartre,Entire place,110,48.88352,2.34135
31687408,Paris,Popincourt,Entire place,102,48.8669,2.37911
33827090,Paris,Pantheon,Entire place,95,48.84582,2.35527
34113134,Paris,Menilmontant,Entire place,80,48.86714,2.38349
34429350,Paris,Louvre,Entire place,111,48.8646,2.33088
37165033,Paris,Batignolles-Monceau,Entire place,80,48.88936,2.31819
1639611,Paris,Louvre,Entire place,130,48.86147,2.34886
1849442,Paris,Opera,Entire place,75,48.87919,2.34237
3428637,Paris,Batignolles-Monceau,Entire place,65,48.88679,2.30986
3451758,Paris,Popincourt,Entire place,50,48.86523,2.36985
5555235,Paris,Gobelins,Entire place,80,48.82518,2.36323
6061582,Paris,Popincourt,Entire place,60,48.86202,2.37049
6431444,Paris,Palais-Bourbon,Entire place,99,48.85006,2.31887
6488280,Paris,Opera,Entire place,90,48.88089,2.33488
6805489,Paris,Buttes-Montmartre,Entire place,60,48.88563,2.34974
9323504,Paris,Buttes-Chaumont,Entire place,105,48.88461,2.39503
10418866,Paris,Luxembourg,Entire place,105,48.85136,2.33537
13277641,Paris,Popincourt,Entire place,50,48.8505,2.39279
13368010,Paris,Luxembourg,Entire place,164,48.85456,2.34018
14839111,Paris,Batignolles-Monceau,Entire place,50,48.8884,2.32249
17494658,Paris,Reuilly,Entire place,60,48.83565,2.39533
19651478,Paris,Enclos-St-Laurent,Entire place,80,48.87446,2.35456
20684017,Paris,Luxembourg,Entire place,100,48.84436,2.32953
20881122,Paris,Hotel-de-Ville,Entire place,100,48.8562,2.36361
21159204,Paris,Buttes-Chaumont,Entire place,80,48.87771,2.39035
22103278,Paris,Pantheon,Entire place,80,48.84457,2.34642
